mint,name,symbol,price_usd,price_native,fdv,market_cap,liquidity_usd,liquidity_base,liquidity_quote,volume_5m,volume_1h,volume_6h,volume_24h,txns_5m_buys,txns_5m_sells,txns_1h_buys,txns_1h_sells,txns_6h_buys,txns_6h_sells,txns_24h_buys,txns_24h_sells,price_change_5m,price_change_1h,price_change_6h,price_change_24h,dex_id,pair_address,pair_created_at,pair_age_hours,has_website,has_twitter,has_telegram,has_discord,social_count,mint_authority_exists,freeze_authority_exists,supply,decimals,buy_sell_ratio_1h,buy_sell_ratio_24h,liquidity_to_mcap_ratio,volume_to_liquidity_ratio,txns_total_24h,parsed_at
a3W4qutoEJA4232T2gwZUfgYJTetr96pU4SJMwppump,The White Whale,WhiteWhale,0.009219,0.0001145,8755738,8755738.0,432290.24,23413599,2689.09988,105517.67,164023.39,198078.08,291852.97,893,657,1404,957,1631,1037,2316,1842,-1.24,-15.08,-19.41,-19.17,pumpswap,4qxSqMh6iEdbdvtMp8r5MK2psAGKNk57PfGeVo2VhczQ,1760319824000,4065.3,0,1,0,0,1,-1,-1,0,0,1.467,1.257,0.049372,0.675,4158,2026-03-31T11:00:15.819906+00:00
BeGY8KqKxboEwRbJd1q9H2K829jS4Rc5dEyNMYXCbV5p,Non-Playable Coin (Wormhole),NPC,0.007095,0.00008783,559211,559211.0,431389.96,30399168,2670.1532,0,13.33,1873.98,5666.79,0,0,0,5,27,11,214,73,0,0.46,-2.99,-4.95,raydium,FAn5gzoJMYriKeCoJzLTCepE9Y36oN3CidoF4dmgFNh9,1723305239000,14347.1,1,1,1,0,3,-1,-1,0,0,0.0,2.932,0.771426,0.013,287,2026-03-31T11:00:15.804406+00:00
HBoNJ5v8g71s2boRivrHnfSB5MVPLDHHyVjruPfhGkvL,Purple Pepe,PURPE,0.00001442,0.0000001790,6067243,6067243.0,416383.1,14435141144,2585.267,0,431.3,1270.7,9144.28,0,0,2,2,6,6,62,69,0,-1.19,-4.07,-4.04,raydium,CpoYFgaNA6MJRuJSGeXu9mPdghmtwd5RvYesgej4Zofj,1718466366000,15691.2,1,1,1,0,3,-1,-1,0,0,1.0,0.899,0.068628,0.022,131,2026-03-31T11:00:15.820405+00:00
svy5ErijNYy9hEVzxknCdwWdZ3NeXJTdpb9Ndnso17f,G*BOY,GBOY,0.002541,0.002541,2679274,2074903.0,395075.3,36239562,302957,0,69.97,447.9,1412.78,0,0,1,0,5,48,59,98,0,0.81,-0.49,-0.62,orca,7wozcsqbiUBgwD1TE8yRbCRZBMzZ4YAYJxgLksWNJjxZ,1765630559000,2590.1,1,1,1,0,3,-1,-1,0,0,1.0,0.602,0.190407,0.004,157,2026-03-31T11:00:15.796406+00:00
8J69rbLTzWWgUJziFY8jeu5tDwEPBwUz4pKBMr5rpump,Wojak ,WOJAK,0.005484,0.00006794,5483601,5483601.0,392284.89,35800753,2427.7897,647.93,5438.82,22032.96,153072.08,2,0,36,8,94,99,596,717,0.65,-2.45,-7.67,2.24,pumpswap,FDrY5i5kuadZ1ik8gPS26qjj9Rw9mpufXMegGC2HNSP7,1762202489000,3542.3,1,1,1,0,3,-1,-1,0,0,4.5,0.831,0.071538,0.39,1313,2026-03-31T11:00:15.798406+00:00
oobQ3oX6ubRYMNMahG7VSCe8Z73uaQbAWFn6f22XTgo,Oobit,OOB,0.01250,0.01250,12509951,4271672.0,390817.38,30693724,6840.3983,0,0,92.83,4539.62,0,0,0,2,3,4,60,14,0,-0.85,-1.43,3.72,orca,DehSVMLfV4fjyn9JAfgvDbT9kE2t97WnGJTXFnk7EkQx,1762958967000,3332.2,1,1,0,0,2,-1,-1,0,0,0.0,4.286,0.09149,0.012,74,2026-03-31T11:00:15.796406+00:00
3z2tRjNuQjoq6UDcw4zyEPD1Eb5KXMPYb4GWFzVT1DPg,SURGE,SURGE,0.01478,0.0001836,14789526,7246868.0,387575.14,13103028,2406.4022,2357.54,24297.08,165198.78,699594.17,14,16,116,203,754,1097,2920,3824,0.25,-0.33,-2.52,-3.66,raydium,BScfGKZf9YDfpL11hZQnCQPskPrdeyFcvCjSA5qupEH5,1762105217000,3569.3,1,1,0,0,2,-1,-1,0,0,0.571,0.764,0.053482,1.805,6744,2026-03-31T11:00:15.821406+00:00
fRfKGCriduzDwSudCwpL7ySCEiboNuryhZDVJtr1a1C,Dupe,DUPE,0.009822,0.0001216,9821868,9821868.0,382762.64,19329168,2389.4816,0,472.48,3410.97,12008.37,0,0,4,1,16,4,114,10,0,-4.07,-7.67,-4.9,meteora,2vh4287iSY87oZxdT9LpS8vnRZzaWeJ47WiR71A9tX4P,1745887720000,8074.2,1,1,0,0,2,-1,-1,0,0,4.0,11.4,0.03897,0.031,124,2026-03-31T11:00:15.822908+00:00
VDoRrZix72Er41foJAdKrwFqYNozPbktuPa4Xy1A7Au,Vanguard Digital Oil Reserve,VDOR,0.01761,0.0002184,17614012,17614012.0,382248.3,10850082,2370.2232,7147.97,121064.51,382931.76,2171997.6,41,8,580,119,2218,472,12786,2778,0.05,0.17,3.61,12.32,meteora,BZwAYUU6d5qVnTnn8v5ujpiQs4YQbBEfjYbKbVjctvVC,1774041192000,253.8,1,1,0,0,2,-1,-1,0,0,4.874,4.603,0.021701,5.682,15564,2026-03-31T11:00:15.822407+00:00
JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,Jupiter,JUP,0.1521,0.001886,1065038371,540255421.0,368808.15,1109565,2480.02324,921.49,19565.09,112728.28,861823.65,8,10,128,170,775,1134,3658,4846,-0.09,0.24,-1.25,0.3,orca,C1MgLojNLWBKADvu9BHdtgzz1oZX4dZ5zGdGcgvvW8Wz,1706675725000,18966.4,1,1,0,1,3,-1,-1,0,0,0.753,0.755,0.000683,2.337,8504,2026-03-31T11:00:15.795907+00:00
B6h248NJkAcBAkaCnji889a26tCiGXGN8cxhEJ4dX391,WATER,$WATER,0.000004061,0.00000005041,296900,296900.0,363206.32,44769891861,2251.8392,19.53,25.36,25.36,268.85,1,0,2,0,2,0,5,6,0,-2.21,-2.21,-4.08,raydium,2c9F3UnMBxftqeSmsSCBw5yXjwD9hXFsMLXti9mqTwpr,1719241820000,15475.8,1,1,1,0,3,-1,-1,0,0,2.0,0.833,1.223329,0.001,11,2026-03-31T11:00:15.815909+00:00
38PgzpJYu2HkiYvV8qePFakB8tuobPdGm2FFEn7Dpump,New XAI gork,gork,0.001492,0.00001849,1492069,1492069.0,360257.1,120151183,2241.865,0,15.44,748.26,18398.39,0,0,0,4,15,15,73,84,0,-2.38,-4.48,-2.18,pumpswap,37iWFSqgnTSAfShoBTBzQghwsTtkWAZW3yVzgJWKn6iK,1746044748000,8030.6,0,1,0,0,1,-1,-1,0,0,0.0,0.869,0.241448,0.051,157,2026-03-31T11:00:15.820906+00:00
J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,102.32,102.3234,1366228577,1366228577.0,358009.9,2650.3943,86812,4020.79,30126.57,116273.6,454021.01,22,24,272,180,1171,1052,4495,4244,-0.08,0.28,-3.21,-3.86,orca,5hWJUNTtEtKmKgDXpthJXXRRmJrz5vJ7uJzrUNVdrwLg,1685736145000,24783.0,0,0,0,0,0,-1,-1,0,0,1.511,1.059,0.000262,1.268,8739,2026-03-31T11:00:15.797407+00:00
y1AZt42vceCmStjW4zetK3VoNarC1VxJ5iDjpiupump,FARTBOY,FARTBOY,0.007942,0.00009833,7937889,7937889.0,357798.35,22496933,2217.6535,0,3583.1,8241.2,43208.91,0,0,25,33,111,50,178,144,0,0.85,-2.49,-0.77,raydium,DhHVd5s4hqBGnTkFztsK98WGPtYUJjpUCqNnWaNLWb4F,1736108108000,10790.8,1,1,1,1,4,-1,-1,0,0,0.758,1.236,0.045075,0.121,322,2026-03-31T11:00:15.793906+00:00
31k88G5Mq7ptbRDf3AM13HAq6wRQHXHikR8hik7wPygk,Graphite,GP,0.2039,0.2039,12696279,7070078.0,344965.2,842933,173049,0,0.25,1042.78,29409.32,0,0,0,1,3,76,176,244,0,0,-1.2,0.15,orca,7YGHXMBpNLcDRLPUJfqzN79WMoh8Qniz52cNuZK6go7b,1746101305000,8014.9,0,1,0,1,2,-1,-1,0,0,0.0,0.721,0.048792,0.085,420,2026-03-31T11:00:15.796406+00:00
85aM5XJhdDeUw4MbGKM56zmWnsRyh76zUVut97uPjiCg,DAO Maker (Wormhole),DAO,0.04652,0.0005754,333154,11673119.0,342704.92,3679014,2122.174,0,479.59,2470.48,36748.19,0,0,1,34,31,55,262,490,0,-0.28,-3.17,-8.78,raydium,2qY19HB2FjkHV1JeQ6obWUC1Wpf5mw35jXD96x8VqvmD,1711635869000,17588.6,0,0,0,0,0,-1,-1,0,0,0.029,0.535,0.029358,0.107,752,2026-03-31T11:00:15.797407+00:00
8XtRWb4uAAJFMP4QQhoYYCWR6XXb7ybcCdiqPwz9s5WS,alon,ALON,0.001458,0.00001808,1455915,1455915.0,328856.04,112565955,2040.2888,5.8,5.92,5016.94,68760.03,0,1,1,1,36,17,328,436,-0.21,-0.24,-6.87,24.89,raydium,Eb9qkfiSzKd185KdWLkZrMrejKEbA2ah2BK7spNmoPej,1711419741000,17648.6,1,1,1,0,3,-1,-1,0,0,1.0,0.752,0.225876,0.209,764,2026-03-31T11:00:15.821906+00:00
BPxxfRCXkUVhig4HS1Lh7kZqV6SPJhzfEk4x6fVBjPCy,Backpack,BP,0.1567,0.1567,156789361,39197340.0,322653.84,979754,169038,3909.38,15372.96,65416.02,228711.12,12,0,18,42,56,259,489,558,0,-1.98,-10.39,-4.41,meteora,6qz7THwQvcjF3HyDGLuKaLBUk6EyJKeZXZMWLAeiwfjd,1774269669000,190.3,1,1,0,1,3,-1,-1,0,0,0.429,0.876,0.008232,0.709,1047,2026-03-31T11:00:15.822908+00:00
PLAYs3GSSadH2q2JLS7djp7yzeT75NK78XgrE5YLrfq,Play Solana,PLAY,0.001874,0.001874,9372703,2127598.0,318756.9,149094088,39273,0,0,3535.15,12220.58,0,0,0,0,3,38,108,110,0,0,1.59,-0.74,raydium,5LrRfERGV885eUGjNXQQ9Di5nErATUwyRB5rSJ6rjafK,1763120098000,3287.4,1,1,1,1,4,-1,-1,0,0,0.0,0.982,0.14982,0.038,218,2026-03-31T11:00:15.804406+00:00
LiGHtkg3uTa9836RaNkKLLriqTNRcMdRAhqjGWNv777,Light,LIGHT,0.001890,0.00002279,1890078,1149289.0,318681.65,84302443,1921.6525,0,0,0,3157.42,0,0,0,0,0,0,21,5,0,0,0,1.66,heaven,EkU9zGSkUnVVK6nhmPSqnxqcKPzt1PicrCjdxSbWo9uA,1754944645000,5558.4,1,1,0,0,2,-1,-1,0,0,0.0,4.2,0.277286,0.01,26,2026-03-31T11:00:15.812906+00:00
4NBTf8PfLH4oLFnwf3knv46FY9i5oXjDxffCetXRpump,Yeezy Coin,YzY,0.001949,0.00002416,1948749,1948749.0,303975.1,78046793,1881.1367,0,90.41,4429.25,80758.0,0,0,4,2,19,25,307,374,0,-0.64,-7.29,12.38,raydium,969wmqydp6mc8jEL2v7tmpv5PwzWBfqzkmiENne2JBfe,1739849823000,9751.4,1,1,0,0,2,-1,-1,0,0,2.0,0.821,0.155985,0.266,681,2026-03-31T11:00:15.821406+00:00
34q2KmCvapecJgR6ZrtbCTrzZVtkt3a5mHEA3TuEsWYb,LOL,LOL,0.007071,0.00008768,7009510,7009510.0,301278.11,21315447,1866.9599,8927.73,188163.73,804342.1,4131005.62,31,28,635,623,2953,2560,14625,11098,-0.45,12.9,29.09,-21.31,pumpswap,Dx5wFoszXvND6XYYAjAjUQrGLqDAUrTVH2JmHz6eJDNt,1773878265000,299.0,1,1,1,0,3,-1,-1,0,0,1.019,1.318,0.042981,13.712,25723,2026-03-31T11:00:15.791411+00:00
J1wsY5rqFesHmQojnzBNs4Bhk5vEtCb9GU5xv7A7pump,FLASH ORCA,FORCA,0.01396,0.0001733,13960874,13960874.0,297295.42,10626650,1847.9542,0,6.94,118.87,375.51,0,0,0,9,5,46,14,146,0,-1.65,-3.36,-4.05,pumpswap,AQydFScEwZkMRFLZREvFx6u7cB1KAGFsBVtxZ2bcxEXP,1748509514000,7345.9,0,0,0,0,0,-1,-1,0,0,0.0,0.096,0.021295,0.001,160,2026-03-31T11:00:15.817908+00:00
C9dJfTGUzhuqPWxh9mcDr66JZN4uzXh2gh9EWnEdpump,WAR,WAR,0.008370,0.0001038,8370858,8370858.0,296553.95,17687481,1841.6743,31.78,14517.92,99999.45,638089.62,0,3,46,56,311,308,2313,1700,0.05,4.79,-4.45,-20.61,pumpswap,7xYkR7Rz9PWZLBxpyq385AgEcdzPabFHzHN3JsuDyMrP,1773175112000,494.4,1,1,0,0,2,-1,-1,0,0,0.821,1.361,0.035427,2.152,4013,2026-03-31T11:00:15.803907+00:00
CKfatsPMUf8SkiURsDXs7eK6GWb4Jsd6UDbs7twMCWxo,BonkEarn,BERN,0.0007247,0.000008802,697910,697910.0,289832.89,194691345,1806.1892,0,0,18.43,65.95,0,0,0,0,1,2,5,5,0,0,-7.72,-10.08,fluxbeam,Ebbpz3PWLaQxj2oyK967RgEPbcPypjQCoZ3tpB4fwLsk,1699805951000,20874.7,1,1,1,0,3,-1,-1,0,0,0.0,1.0,0.415287,0.0,10,2026-03-31T11:00:15.804906+00:00
7XJiwLDrjzxDYdZipnJXzpr1iDTmK55XixSFAa7JgNEL,360noscope420blazeit,MLG,0.0008836,0.00001094,881523,881523.0,281391.12,159021340,1745.3124,0,17.26,756.5,25204.06,0,0,3,1,18,12,125,143,0,0.53,-5.18,-1.45,raydium,F4HDXnULqjSbWcL5VwEUcpjueQop3gDteusSqaXBEyW4,1713654761000,17027.8,1,1,1,1,4,-1,-1,0,0,3.0,0.874,0.31921,0.09,268,2026-03-31T11:00:15.821906+00:00
GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,1 coin can change your life,1,0.001245,0.001245,1245817,1245817.0,278026.08,111583811,139013,31.04,2686.59,26497.55,65005.78,0,1,19,7,156,87,403,270,-0.04,-0.12,-5.47,-8.58,raydium,6sEkZ73vph5AFYmQTzaV6H5vAQQLZ2C8WqeCQ6MhLqFk,1758148287000,4668.5,1,1,0,0,2,-1,-1,0,0,2.714,1.493,0.223168,0.234,673,2026-03-31T11:00:15.821906+00:00
3UEkwrjZmkJXrYa87TZmT91hvCzDfSafFykGEzMC5XRE,Monkey Brother,Monkey,0.0001580,0.000001898,140483,140483.0,272278.29,860164213,1636.7469,0,0,2.49,2.49,0,0,0,0,0,1,0,1,0,0,0,0,raydium,sBjDoawEcY6YA63Yitgeb5q99Zip2nYwoPovALbZ6tG,1710592396000,17878.4,1,1,1,0,3,-1,-1,0,0,0.0,0.0,1.938158,0.0,1,2026-03-31T11:00:15.805906+00:00
AzVCECC5zr21ikYQne4Xtoh3SVg848duPHUHb3M7bonk,Freya Protocol,FREYA,0.006107,0.006107,6107197,3055482.0,266040.19,21780874,133020,0,405.07,504.67,1917.58,0,0,1,1,1,3,5,4,0,-0.42,-0.57,0.92,raydium,3AMbWgPTwpG2SRiJUYF5Stb7wCbLvJgQBWcEYCddFhmJ,1757560568000,4831.7,1,1,1,1,4,-1,-1,0,0,1.0,1.25,0.08707,0.007,9,2026-03-31T11:00:15.793906+00:00
HmBdm8vbisABUjkxms6ZUnoaXbfwFM6ymxShWfAENaoi,Eitherway,EITHER,0.1005,0.001247,10056787,10056787.0,260744.1,1299122,1613.2701,3841.35,67955.37,226911,1586467.92,11,8,203,151,628,588,4472,3614,-0.18,1.39,-4.27,-18.39,meteora,4C47JJgDHztupNHeU9da7MroH676eXbPoUhEvx3FpfR3,1774367220000,163.2,1,1,1,0,3,-1,-1,0,0,1.344,1.237,0.025927,6.084,8086,2026-03-31T11:00:15.822407+00:00
MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,Marinade,MNDE,0.01773,0.0001589,17735566,9690725.0,252958.45,14135697,20.1915,0,0,156.18,1044.15,0,0,0,0,3,2,32,34,0,0,-0.84,-1.25,orca,BVXNG6BrL2Tn3NmppnMeXHjBHTaQSnSnLE99JKwZSWPg,1673569334000,28162.6,1,1,0,1,3,-1,-1,0,0,0.0,0.941,0.026103,0.004,66,2026-03-31T11:00:15.797407+00:00
4Uf883orBx89VQZiV4EoRpNqUWYN5ZuEvC4PCpQ9moon,Ask Splat,SPLAT,0.001038,0.00001233,993925,682250.0,252008.92,121651621,1491.07364,0,0,0,256.39,0,0,0,0,0,0,1,1,0,0,0,2.1,meteora,4zEnTv87pNewgKVcGr6gGaumxzV3xMCPghA927nkaNtu,1746687242000,7852.1,1,1,0,0,2,-1,-1,0,0,0.0,1.0,0.369379,0.001,2,2026-03-31T11:00:15.821406+00:00
J3NKxxXZcnNiMjKw9hYb2K4LUxgwB6t1FtPtQVsv3KFr,SPX6900 (Wormhole),SPX,0.2621,0.2621,32884620,32884620.0,251746.96,851399,28565,150.26,1787.32,12626.55,73247.62,2,0,26,28,121,173,630,696,0.68,1.27,-1.86,-3.48,orca,AgeSxtVWWMojFWYNrXKnVp9cFuC5CQ7M4rzmrseLxfUj,1728792488000,12822.9,1,1,1,0,3,-1,-1,0,0,0.929,0.905,0.007655,0.291,1326,2026-03-31T11:00:15.796406+00:00
2ocYd9f3564zUL1j6zUi8FR6Rn4Yo76BvXoZwLYASYFR,SYFR AI,SYFR,0.004949,0.00006138,4949132,4949132.0,240785.51,24322029,1493.03819,677.94,9139.17,51731.57,225634.73,4,3,43,15,227,83,1162,873,0.07,-0.71,-1.87,5.78,meteora,Bde3nz6NNqnsNtC4DkZ9fTYvxsP72ybSyNDutNsFM46C,1770768460000,1162.9,1,1,1,0,3,-1,-1,0,0,2.867,1.331,0.048652,0.937,2035,2026-03-31T11:00:15.822407+00:00
8avjtjHAHFqp4g2RR9ALAGBpSTqKPZR8nRbzSTwZERA,ZERA,ZERA,0.003026,0.00003749,3024908,3024908.0,232339.3,38380737,1439.1125,12.7,91.47,5212.16,26275.58,0,2,2,5,7,21,74,95,-0.07,0.39,-5.11,2.25,meteora,6oUJD1EHNVBNMeTpytmY2NxKWicz5C2JUbByUrHEsjhc,1762367727000,3496.4,1,1,1,0,3,-1,-1,0,0,0.4,0.779,0.076809,0.113,169,2026-03-31T11:00:15.822908+00:00
HtTYHz1Kf3rrQo6AqDLmss7gq5WrkWAaXn3tupUZbonk,Kori The Pom,KORI,0.0009814,0.00001218,981424,981424.0,222354.11,113281083,1380.5699,121.32,5414.51,24408.01,48304.16,11,1,24,15,93,48,294,170,-0.46,6.44,-5.04,-9.8,raydium,J28smrHeDLYHPZCJLVHExsiMifEDswFHobHpEQrYHdjL,1747142123000,7725.7,1,1,1,1,4,-1,-1,0,0,1.6,1.729,0.226563,0.217,464,2026-03-31T11:00:15.822407+00:00
Hh3oTaqDCKKfdBgsQEvxp9sUwyNf8x9qmKqEMLBWpump,HODL,HODL,0.003179,0.00003946,3178916,3178916.0,222040.16,34811196,1382.4974,0,5553.21,25247.19,150749.11,0,0,18,20,84,93,1004,539,0,3.64,-0.14,-14.34,pumpswap,DTdtHUx79bmNMnesv3au7pzBKAkB3mUUi8GwUdZ6Suw,1770925712000,1119.2,1,1,1,0,3,-1,-1,0,0,0.9,1.863,0.069848,0.679,1543,2026-03-31T11:00:15.823407+00:00
BTr5SwWSKPBrdUzboi2SVr1QvSjmh1caCYUkxsxLpump,Wolf,WOLF,0.007378,0.00009127,7378290,7378290.0,217457.55,14752985,1343.4576,0,100.68,128.72,2681.63,0,0,4,0,8,0,35,22,0,0.1,-2.48,-2.86,raydium,5Pce2B55ms8b2uFyptCnVNkPrtzpyKLe5HtMc8UymWxB,1739192887000,9933.9,1,1,1,1,4,-1,-1,0,0,4.0,1.591,0.029473,0.012,57,2026-03-31T11:00:15.805406+00:00
HfMbPyDdZH6QMaDDUokjYCkHxzjoGBMpgaUvpLWGbF5p,Purple Bitcoin,PBTC,0.1614,0.002000,3118815,3118839.0,212522.21,658887,1314.7681,0.01,345,1129.82,12320.25,1,0,4,3,9,16,94,85,0.57,-1.94,-4.6,-5.45,raydium,ATH32pbLRupjq8YNUHQWaJbgBbGPRbrw2GZw5jdZXiRr,1733339421000,11559.8,1,1,1,1,4,-1,-1,0,0,1.333,1.106,0.068141,0.058,179,2026-03-31T11:00:15.819906+00:00
CdGRXAgJ8HLD2F7GiyZ1UagrGbg24Hqe7GfXf7B2pump,Crazy live,crazylive,0.006533,0.00007832,6532815,6532815.0,201311.83,15421351,1205.4114,0,0,0,691.7,0,0,0,0,0,0,2,4,0,0,0,-0.6,pumpswap,DD36MKnoHFG3yLhWBDcUwRrAZqCptLiMyWVwj6nKwfbL,1755470650000,5412.3,1,1,1,0,3,-1,-1,0,0,0.0,0.5,0.030815,0.003,6,2026-03-31T11:00:15.811906+00:00
oreoU2P8bN6jkk3jbaiVxYnG1dCXcYxwhwyK9jSybcp,ORE,ORE,35.37,0.4383,9494829,9494829.0,201223.06,4357.7853,582.8295,137.24,5230.88,30627.42,125333.23,0,2,15,28,111,95,497,481,-0.41,-3.16,-7.19,-16.6,orca,27ExzqiGapKFd6NhffapRfdSkuykTVUqY5qeuNnrzBNm,1723042425000,14420.1,1,1,0,1,3,-1,-1,0,0,0.536,1.033,0.021193,0.623,978,2026-03-31T11:00:15.795907+00:00
5zgJekneySjGSnqu8NecQtsQcGLV2Szv7Qx2qVg6XV2P,Based,Based,1.96,0.02403,1966645573,1966645573.0,196738.36,100037,9e-08,0,0,60673.35,60673.35,0,0,0,0,352,176,352,176,0,0,3555347,3555347,meteora,9pEYsupAAGeZa8vWbzwYBCm9kthSZeJTNKsjdiNTWXq6,1774948820000,1.7,0,0,0,0,0,-1,-1,0,0,0.0,2.0,0.0001,0.308,528,2026-03-31T11:00:15.797906+00:00
85Yf3z6zwgLGQLfxww7KoHGw4sHpx4iki2P1Ci7k7gqZ,COFFEE,$COFEEE,0.001744,0.00002131,104676,104676.0,193281.18,55313043,1182.1808,0,0,0.11,23.01,0,0,0,0,0,1,1,4,0,0,-2.58,-1.48,raydium,FUUZ5WaDdSBo3kSNGr9vkiBqaYn71zd9riuFNUUgeg5S,1719856851000,15305.0,1,1,1,0,3,-1,-1,0,0,0.0,0.25,1.846471,0.0,5,2026-03-31T11:00:15.814905+00:00
4L9FtxiTfU5FAiSmG5PP1QdndZxf6xf2pCGHPv5PvHFB,Sol换Bonk,Bonk,0.00005149,0.00005149,514961,514961.0,189605.0,3681804563,6.4218,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,0,0,raydium,CGfoVDN6k5aG1zzgs9T2gRFvWQuAa1reW1KVJthob7Pe,1732361325000,11831.5,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.368193,0.0,2,2026-03-31T11:00:15.795907+00:00
G7iK3prSzAA4vzcJWvsLUEsdCqzR7PnMzJV61vSdFSNW,Ninja Squad Token (Wormhole),NST,1.24,0.01546,1394193,1394193.0,187610.6,75641,1167.6466,0,0,1469.01,3234.36,0,0,0,0,18,2,27,11,0,0,-3.83,-3.06,meteora,caWWda11Ye4Xme9D5GKo67Hb8g5mJv1SzKAwrLRnggQ,1715100556000,16626.2,1,1,1,1,4,-1,-1,0,0,0.0,2.455,0.134566,0.017,38,2026-03-31T11:00:15.816906+00:00
DvjbEsdca43oQcw2h3HW1CT7N3x5vRcr3QrvTUHnXvgV,Doodles,DOOD,0.003037,0.003037,30377152,23694178.0,185331.09,30478276,92746,109.34,247.84,5488.82,22966.53,4,0,10,3,95,117,361,505,0.24,0.98,0.2,-4.81,orca,5wRj5DPdM6Jd84B7reRwUMmerEk4T2PFsZDJQ5boYsic,1770097274000,1349.3,1,1,0,0,2,-1,-1,0,0,3.333,0.715,0.007822,0.124,866,2026-03-31T11:00:15.796406+00:00
DpBzjtgGLF7QA9Ug3eUVGbnqa6j3jvYBn1XuQuktvfhm,DOGE-1 Satellite,DOGE-1,0.0005302,0.000006581,3680920,3680920.0,181454.05,171104626,1126.04814,0,2.65,55.28,31528.42,0,0,0,1,1,2,106,64,0,-1.51,-3.7,-9.26,meteora,2fckuYXUrwbA9LHKMP1az5DTFstFrRjqqbBstz7yvVXL,1755029293000,5534.9,1,1,1,0,3,-1,-1,0,0,0.0,1.656,0.049296,0.174,170,2026-03-31T11:00:15.822407+00:00
8opvqaWysX1oYbXuTL8PHaoaTiXD69VFYAX4smPebonk,WAR,WAR,0.001235,0.001235,1235465,1235465.0,177493.7,71832728,88746,4.92,595.64,1506.08,25956.62,0,2,1,9,14,45,216,289,-0.01,-1.16,-0.77,-12.5,raydium,qNAGLPKnYzNtf5iJHdki9Prgodgra5BnadACgecdsjw,1768963485000,1664.3,1,1,0,0,2,-1,-1,0,0,0.111,0.747,0.143666,0.146,505,2026-03-31T11:00:15.803907+00:00
CzxMQFBhevpnztJfc5UFHwuK2t9brhVRPDd3AnbC4y45,200Million,AI,0.00004172,0.00004172,4130633,4130633.0,166894.5,4000000002,0.2595,0,0,1470.97,1471.61,0,0,0,0,1,2,1,3,0,0,-0.88,-0.88,orca,FgqKibSsXaJ2WCW9vy3Pfr9SJV8Vgs3ZxU8iKDBsybZQ,1773122963000,508.8,0,0,0,0,0,-1,-1,0,0,0.0,0.333,0.040404,0.009,4,2026-03-31T11:00:15.793406+00:00
GDe2YJtAv7cBzMBUnEcuDuioAW6NsLhFkciBz9F8Gx9J,Turbo,TURBO,0.001120,0.001120,224130,224130.0,164735.0,140716338,7041.4801,0,40165.99,80247.99,242614.99,0,0,1,1,2,2,6,6,0,0,0,-4.36,raydium,8b1d2ueZ7jCU4r85nBQnrBXK75Bowf3chWjmSMyrpTMU,1774187214000,213.2,0,0,0,0,0,-1,-1,0,0,1.0,1.0,0.734998,1.473,12,2026-03-31T11:00:15.812906+00:00
BHvPQ9dFAiZJUSYJFpEmdfMmgz48iLohyxyixBfZjups,Shack Token,SHACK,0.003656,0.02354,3656431,2600470.0,159648.66,21831112,514045,0,0,815.94,2900.2,0,0,0,0,1,8,2,9,0,0,2.97,2.75,meteora,BEsACCmWexHxALNXE66XWWm2U1BmK41p541uAPz8dKcA,1753126967000,6063.3,1,1,1,0,3,-1,-1,0,0,0.0,0.222,0.061392,0.018,11,2026-03-31T11:00:15.822908+00:00
7JA5eZdCzztSfQbJvS8aVVxMFfd81Rs9VvwnocV1mKHu,Geodnet Token,GEOD,0.1430,0.1430,2683577,60814825.0,159414.38,798471,45191,0.68,2074.88,14135.71,26488.08,0,5,8,31,152,177,366,405,0,0.45,0.46,-0.39,orca,ig9EkJ63zrSRg7BKMGdyfPfNRCRwxGNVV1FByz26QkC,1753739725000,5893.1,1,1,1,1,4,-1,-1,0,0,0.258,0.904,0.002621,0.166,771,2026-03-31T11:00:15.796406+00:00
3qq54YqAKG3TcrwNHXFSpMCWoL8gmMuPceJ4FG9npump,CLANKER Robot AI Slur,CLANKER,0.0009583,0.00001149,958273,958273.0,158602.81,82642952,952.5027,0,0,0.08,3040.78,0,0,0,0,0,1,18,15,0,0,-0.52,-4.79,raydium,8ZeYHZg4iKWyrCdpyNgLKZuEkDC6AkQNT4q8q3zNFX4n,1729098365000,12737.9,0,1,0,0,1,-1,-1,0,0,0.0,1.2,0.165509,0.019,33,2026-03-31T11:00:15.794409+00:00
